-1,-2,1,-1,0
-1,-2,0,-1,0
-1,-2,0,-2,-1
-2,-3,0,-2,-2
-3,-3,0,-2,-2
-3,-3,0,-3,-2
-2,-1,2,-2,-1
-3,-3,1,-3,-2
-4,-4,0,-4,-4
-6,-5,-1,-4,-5
-9,-7,-2,-7,-8
-8,-8,-5,-8,-10
-9,-8,-5,-9,-10
-10,-8,-5,-10,-10
-10,-8,-5,-9,-11
-10,-8,-7,-11,-12
-10,-9,-8,-11,-12
-10,-8,-9,-12,-12
-9,-8,-9,-11,-11
-9,-7,-8,-11,-12
-9,-7,-8,-11,-12
-8,-7,-8,-11,-12
-8,-5,-8,-10,-11
-6,-4,-6,-9,-10
-7,-4,-6,-10,-12
-6,-5,-6,-10,-12
-6,-4,-5,-10,-11
-3,-1,-2,-7,-8
3,3,3,-2,-3
8,8,8,2,2
8,9,9,3,4
7,7,7,2,2
8,7,7,3,3
8,8,8,3,2
8,7,7,2,2
7,5,5,1,0
6,4,5,0,-1
5,5,4,1,0
4,4,4,0,-1
3,2,2,-2,-4
0,0,0,-4,-5
-1,-1,-1,-6,-6
-1,-2,0,-6,-7
-1,-3,0,-6,-8
-1,-1,1,-6,-7
0,0,2,-4,-6
0,0,3,-3,-5
0,1,5,-3,-3
1,2,5,-2,-3
1,3,5,-2,-2
3,5,6,0,-1
3,5,7,0,-1
4,5,6,0,0
4,6,6,-1,0
4,6,6,0,0
4,7,5,0,0
5,7,5,0,1
5,6,4,0,0
4,4,3,-2,-1
2,2,1,-3,-2
2,0,1,-3,-2
1,0,-1,-4,-4
1,-2,-2,-4,-4
1,-3,-2,-4,-4
0,-2,-2,-4,-4
0,-2,0,-2,-2
-1,-3,-1,-3,-3
0,-4,-1,-3,-2
1,-2,0,-1,-1
0,-2,0,-1,-2
-1,-2,0,-3,-3
-2,-3,-1,-4,-4
-5,-5,-3,-5,-5
-4,-6,-4,-5,-6
-6,-7,-5,-5,-5
-6,-6,-5,-4,-4
-6,-5,-5,-3,-3
-5,-3,-4,-2,-1
-3,-1,-3,0,1
-3,-1,-2,0,2
-4,-1,-3,0,1
-4,-1,-3,1,1
-4,0,-3,1,1
-2,1,0,1,4
0,3,1,2,5
-1,2,0,2,3
-1,2,0,1,3
-1,3,-1,1,3
-1,2,-1,2,4
2,4,0,4,5
3,5,1,4,7
2,4,0,3,6
2,3,-1,3,6
2,2,-1,4,6
2,1,-1,3,5
-3,-4,-6,-2,0
-7,-9,-10,-5,-4
-9,-10,-12,-8,-6
-9,-11,-12,-7,-6
-9,-10,-12,-7,-6
-8,-10,-11,-7,-5
-10,-11,-12,-7,-6
-11,-12,-13,-8,-7
-11,-13,-14,-9,-8
-12,-14,-15,-9,-9
-12,-14,-15,-9,-8
-12,-14,-13,-9,-7
-12,-13,-13,-9,-8
-10,-12,-12,-8,-7
-7,-9,-10,-5,-4
-7,-7,-7,-4,-2
-8,-8,-8,-5,-4
-8,-8,-8,-4,-4
-6,-7,-7,-3,-3
-7,-8,-8,-4,-3
-9,-9,-10,-7,-6
-10,-9,-11,-8,-8
-10,-9,-11,-9,-8
-10,-9,-11,-9,-9
-10,-9,-10,-8,-8
-9,-8,-8,-7,-7
-9,-8,-8,-6,-7
-10,-9,-8,-7,-9
-11,-11,-8,-8,-9
-10,-9,-6,-7,-8
-11,-10,-6,-7,-8
-12,-11,-7,-8,-9
-11,-11,-7,-8,-9
-11,-11,-7,-7,-9
-9,-10,-6,-6,-8
-10,-11,-8,-7,-9
-11,-12,-9,-9,-10
-13,-14,-11,-11,-11
-13,-15,-12,-12,-12
-12,-13,-11,-10,-10
-12,-13,-11,-10,-10
-12,-12,-12,-10,-10
-12,-13,-12,-12,-11
-13,-14,-13,-13,-13
-14,-14,-12,-14,-14
-14,-13,-11,-14,-14
-12,-12,-9,-13,-14
-12,-13,-9,-14,-14
-14,-13,-10,-15,-16
-16,-13,-11,-16,-17
-16,-15,-12,-16,-18
-15,-14,-12,-17,-17
-13,-13,-12,-16,-16
-13,-12,-11,-15,-15
-14,-13,-12,-16,-16
-16,-15,-15,-18,-18
-17,-16,-17,-19,-20
-16,-15,-17,-19,-20
-16,-15,-15,-18,-19
-15,-14,-13,-17,-18
-16,-15,-14,-18,-20
-17,-16,-15,-19,-21
-17,-16,-16,-20,-21
-17,-17,-16,-19,-21
-17,-17,-16,-20,-23
-18,-17,-16,-20,-22
-18,-16,-15,-20,-21
-16,-16,-13,-19,-20
-16,-16,-12,-19,-20
-16,-15,-11,-18,-21
-15,-15,-10,-18,-19
-15,-15,-10,-18,-19
-15,-15,-11,-18,-20
-15,-14,-10,-18,-19
-14,-13,-10,-18,-18
-14,-13,-11,-18,-18
-15,-16,-13,-19,-20
-16,-16,-14,-20,-19
-16,-16,-16,-20,-20
-17,-16,-18,-21,-21
-18,-18,-20,-23,-22
-19,-19,-22,-24,-23
-18,-18,-23,-24,-22
-17,-17,-22,-23,-21
-15,-15,-21,-21,-19
-14,-14,-21,-19,-17
-14,-14,-22,-18,-17
-13,-15,-21,-17,-16
-12,-12,-19,-15,-14
-10,-10,-16,-12,-11
-8,-9,-13,-12,-9
-9,-9,-14,-12,-10
-10,-9,-13,-12,-10
-10,-9,-12,-10,-9
-11,-11,-13,-11,-9
-9,-10,-12,-10,-8
-5,-8,-9,-5,-5
-6,-9,-10,-5,-6
-8,-11,-11,-6,-8
-7,-11,-10,-6,-7
-6,-10,-10,-6,-6
-3,-5,-6,-2,-3
1,0,-1,3,1
5,3,3,7,6
7,5,6,8,8
6,4,6,8,8
6,4,6,8,7
6,5,6,9,7
7,5,8,10,8
5,5,10,10,8
7,6,11,11,10
9,9,15,14,13
9,8,17,14,12
5,6,16,12,9
5,6,17,12,10
7,9,21,14,12
8,10,23,16,13
8,11,24,15,12
8,11,23,14,11
8,10,21,14,11
7,11,20,13,10
7,10,19,13,10
10,13,21,15,13
19,21,28,23,21
24,27,34,27,25
25,27,34,29,26
19,23,29,24,20
13,16,21,17,13
9,10,16,12,9
9,10,14,9,8
8,10,13,9,7
9,10,13,8,7
9,10,14,10,9
10,10,13,10,9
9,9,12,10,8
8,8,11,8,7
6,7,10,7,5
5,7,10,7,5
6,6,10,6,5
8,8,11,7,6
7,8,11,6,5
6,8,10,6,4
6,7,11,7,4
6,7,10,6,3
4,4,8,3,1
3,3,6,2,0
3,3,7,2,0
3,3,7,3,0
3,4,7,2,0
3,3,6,1,0
2,1,5,0,-2
1,2,4,0,-2
1,1,3,-2,-3
0,0,1,-2,-4
-1,0,1,-3,-5
0,0,1,-2,-4
0,0,1,-3,-4
0,-1,0,-4,-6
-2,-2,0,-5,-8
-2,-3,-2,-6,-9
-3,-3,-4,-7,-10
-3,-3,-4,-7,-10
-1,-2,-3,-5,-9
-1,-2,-2,-5,-8
-1,-2,-3,-7,-9
-2,-2,-3,-7,-9
-2,-3,-4,-8,-11
-4,-3,-5,-9,-11
-3,-3,-5,-9,-10
-6,-6,-8,-12,-14
-13,-13,-14,-19,-21
-17,-17,-18,-22,-25
-15,-16,-19,-21,-24
-15,-17,-19,-21,-23
-16,-18,-20,-21,-23
-17,-18,-20,-22,-22
-16,-17,-20,-22,-23
-17,-17,-20,-22,-23
-17,-18,-21,-22,-23
-18,-19,-22,-22,-23
-18,-20,-22,-23,-23
-18,-20,-22,-22,-23
-17,-19,-21,-21,-21
-16,-17,-19,-20,-19
-16,-17,-18,-19,-18
-17,-18,-19,-20,-19
-16,-18,-19,-19,-19
-14,-15,-16,-17,-16
-12,-14,-15,-16,-15
-12,-13,-14,-14,-14
-11,-12,-11,-12,-12
-11,-12,-11,-12,-12
-11,-12,-10,-12,-11
-10,-11,-10,-10,-9
-11,-12,-9,-11,-10
-11,-12,-10,-11,-10
-10,-9,-9,-9,-9
-8,-9,-7,-8,-8
-7,-7,-4,-6,-5
-6,-5,-2,-4,-4
-5,-5,-2,-4,-3
-6,-7,-3,-4,-4
-5,-6,-3,-5,-5
-4,-5,-2,-4,-3
-5,-5,-2,-4,-3
-4,-4,-1,-2,-3
-5,-3,0,-1,-2
-6,-4,0,-2,-2
-7,-4,0,-2,-2
-6,-4,0,-1,-2
-6,-3,1,0,0
-6,-3,1,0,0
-6,-4,1,-1,-1
-6,-5,0,0,-2
-5,-4,0,0,-1
-4,-3,0,0,0
-3,-3,1,0,0
-3,-2,0,0,1
-2,-1,2,1,1
-2,0,2,2,2
-3,-2,1,1,1
-3,-4,0,0,-1
-5,-4,-2,-1,-2
-6,-5,-3,-3,-3
-6,-5,-4,-3,-3
-6,-4,-3,-3,-3
-6,-5,-2,-3,-3
-8,-7,-5,-5,-5
-7,-7,-4,-4,-5
-5,-5,-3,-3,-4
-5,-5,-3,-4,-4
-6,-6,-4,-5,-6
-7,-6,-5,-5,-6
-6,-6,-5,-6,-6
-6,-6,-4,-6,-6
-5,-6,-5,-7,-6
-5,-7,-5,-7,-7
-7,-7,-5,-6,-9
-6,-6,-4,-6,-8
-3,-3,-3,-4,-5
-3,-4,-2,-4,-5
-7,-6,-4,-6,-7
-8,-7,-7,-8,-10
-10,-9,-9,-11,-12
-9,-10,-10,-11,-12
-8,-8,-8,-9,-10
-8,-8,-8,-9,-11
-9,-8,-7,-10,-11
-10,-9,-8,-10,-12
-9,-8,-7,-10,-11
-8,-7,-7,-8,-9
-8,-7,-8,-9,-10
-10,-10,-11,-11,-12
-11,-11,-14,-13,-13
-10,-10,-13,-12,-13
-9,-10,-12,-10,-12
-10,-10,-13,-11,-12
-10,-11,-14,-11,-12
-10,-12,-15,-12,-13
-10,-12,-15,-12,-14
-13,-13,-16,-13,-15
-14,-16,-18,-16,-17
-14,-15,-18,-15,-16
-12,-14,-17,-14,-15
-12,-13,-16,-14,-14
-10,-11,-15,-12,-13
-13,-14,-16,-15,-15
-15,-17,-19,-17,-17
-16,-17,-19,-17,-18
-17,-17,-20,-18,-19
-17,-19,-21,-20,-19
-17,-19,-21,-20,-19
-16,-17,-20,-18,-18
-15,-16,-18,-17,-17
-11,-12,-15,-15,-14
-4,-5,-8,-8,-7
-1,-2,-3,-5,-4
-2,-4,-5,-5,-5
-3,-4,-6,-6,-5
-3,-4,-6,-6,-5
-3,-4,-6,-6,-5
-3,-4,-6,-5,-5
-3,-5,-6,-6,-5
-2,-4,-6,-6,-5
-3,-4,-6,-5,-5
-4,-4,-4,-6,-5
-4,-4,-5,-7,-6
-6,-5,-5,-8,-7
-6,-5,-5,-8,-8
-5,-4,-2,-7,-7
-2,-1,1,-5,-5
-2,-2,1,-5,-5
-3,-2,0,-6,-5
-2,-2,0,-4,-4
-2,-2,0,-3,-3
0,0,1,-1,-1
2,2,1,-1,0
2,1,1,0,0
1,0,1,0,0
2,2,2,1,2
3,3,3,2,2
4,4,3,3,3
6,6,6,5,5
8,8,8,7,6
7,7,8,6,6
6,6,6,6,5
5,5,5,5,5
5,5,6,5,5
7,6,8,7,7
8,8,8,8,8
8,8,9,9,8
6,6,8,8,7
6,6,7,7,7
7,6,8,7,8
8,7,10,9,10
8,8,10,11,11
8,7,10,10,10
6,6,9,9,9
6,5,8,8,8
6,6,8,8,8
8,7,9,9,9
8,6,10,10,8
6,5,7,8,6
5,4,6,7,5
7,5,7,7,6
7,6,8,7,5
6,5,7,5,4
5,4,6,5,3
5,3,5,4,3
3,2,4,3,2
4,2,4,3,1
5,2,4,3,2
4,2,4,3,2
5,4,4,3,3
6,4,5,4,4
6,3,5,4,2
4,3,3,3,1
5,4,4,3,2
7,5,6,4,4
5,4,5,3,2
5,3,5,3,1
4,1,2,1,0
-5,-6,-4,-6,-8
-11,-12,-11,-12,-14
-14,-14,-13,-14,-16
-13,-14,-13,-15,-15
-13,-13,-12,-14,-14
-11,-13,-12,-13,-14
-12,-12,-12,-13,-14
-12,-13,-13,-14,-15
-13,-14,-14,-15,-15
-13,-14,-14,-15,-15
-15,-15,-15,-16,-16
-15,-17,-16,-17,-17
-15,-16,-16,-17,-18
-16,-16,-17,-17,-17
-16,-18,-18,-18,-19
-17,-18,-18,-19,-19
-16,-18,-18,-18,-18
-16,-17,-17,-19,-19
-17,-18,-18,-19,-19
-18,-19,-19,-20,-20
-18,-18,-19,-19,-20
-19,-19,-19,-20,-20
-21,-22,-21,-23,-22
-22,-22,-22,-23,-22
-21,-21,-21,-21,-21
-20,-21,-20,-20,-20
-20,-22,-20,-19,-21
-20,-22,-20,-20,-20
-20,-21,-20,-20,-19
-20,-19,-19,-19,-20
-20,-17,-17,-18,-19
-18,-16,-15,-18,-19
-19,-17,-15,-17,-19
-19,-19,-16,-19,-20
-19,-18,-17,-20,-20
-19,-17,-17,-20,-19
-13,-11,-13,-14,-13
1,2,-2,-1,0
10,11,8,7,9
12,12,10,9,10
6,4,2,3,3
-6,-8,-10,-7,-8
-13,-14,-17,-15,-15
-15,-17,-19,-18,-17
-17,-20,-22,-20,-19
-20,-22,-25,-22,-21
-20,-22,-26,-23,-22
-20,-22,-25,-22,-22
-20,-22,-25,-22,-21
-18,-22,-25,-22,-21
-17,-20,-24,-21,-20
-15,-19,-23,-19,-18
-14,-18,-21,-18,-16
-14,-18,-20,-17,-16
-15,-18,-21,-17,-16
-15,-18,-21,-17,-16
-14,-16,-19,-15,-14
-13,-17,-20,-16,-14
-14,-17,-20,-16,-14
-12,-16,-19,-15,-14
-12,-16,-18,-15,-12
-10,-15,-16,-13,-10
-9,-13,-15,-11,-8
-9,-14,-15,-12,-9
-9,-15,-16,-11,-9
-9,-14,-15,-12,-9
-10,-15,-15,-11,-10
-11,-15,-15,-12,-10
-10,-15,-14,-12,-10
-10,-14,-13,-11,-10
-10,-13,-12,-10,-10
-10,-13,-11,-11,-10
-11,-12,-8,-10,-9
-10,-11,-7,-9,-8
-9,-9,-6,-9,-9
-7,-7,-3,-8,-8
-6,-5,-2,-7,-6
-5,-6,-2,-7,-7
-6,-5,-2,-8,-7
-6,-5,-3,-8,-8
-7,-5,-4,-9,-9
-5,-3,-2,-8,-7
-4,-3,-1,-7,-6
-5,-3,-3,-8,-7
-7,-5,-5,-8,-9
-8,-4,-5,-10,-11
-6,-5,-5,-10,-10
-7,-6,-6,-10,-10
-5,-6,-7,-9,-9
-6,-7,-9,-10,-11
-7,-7,-10,-10,-11
-7,-7,-10,-10,-11
-7,-7,-11,-10,-10
-7,-7,-11,-9,-9
-6,-7,-11,-8,-8
-7,-8,-12,-8,-9
-8,-10,-13,-10,-10
-10,-11,-14,-11,-12
-9,-11,-14,-11,-10
-8,-10,-13,-9,-9
-8,-9,-12,-8,-8
-4,-6,-9,-6,-5
2,0,-3,0,0
6,4,1,4,4
6,4,2,5,5
6,3,1,5,5
4,3,0,5,5
5,3,1,5,4
4,2,1,4,4
2,0,-1,2,1
1,0,0,2,2
1,0,1,3,2
1,0,1,2,2
0,0,1,2,1
1,1,1,3,2
1,1,1,3,2
1,1,1,3,2
0,0,1,3,2
0,-1,-1,2,2
1,0,-2,3,3
4,3,-1,5,5
4,4,-1,5,5
0,0,-5,0,1
-2,-2,-9,-3,-2
-3,-3,-11,-5,-4
-2,-2,-11,-5,-4
0,-1,-10,-4,-3
0,0,-10,-3,-3
1,0,-10,-3,0
0,0,-11,-2,0
-1,-2,-13,-4,-2
0,-1,-12,-2,-1
1,-1,-12,-1,0
0,-3,-12,-3,-1
0,-3,-12,-2,-2
0,-3,-13,-3,-2
0,-4,-14,-4,-3
0,-4,-14,-4,-3
1,-3,-13,-4,-1
0,-3,-13,-4,-1
0,-4,-14,-4,-2
2,-3,-12,-3,0
2,-2,-11,-2,1
0,-6,-12,-4,-1
-2,-7,-14,-6,-3
-2,-8,-14,-5,-3
-3,-8,-14,-6,-3
-4,-10,-14,-7,-5
-5,-11,-13,-8,-6
-6,-10,-13,-8,-7
-5,-10,-12,-8,-7
-6,-9,-9,-7,-6
-4,-7,-6,-6,-4
-3,-6,-2,-3,-2
0,-3,2,-1,-1
1,-1,5,1,0
1,0,7,2,1
-1,-1,6,0,-2
-1,0,6,-1,-2
0,2,9,0,0
2,6,12,2,1
4,8,14,4,2
3,8,14,3,0
2,8,13,2,0
4,9,15,5,2
7,12,17,7,4
8,12,17,8,6
9,13,17,9,7
9,12,16,9,7
3,7,10,4,2
-4,-1,3,-4,-6
-7,-3,-1,-7,-9
-8,-5,-2,-8,-10
-7,-4,-2,-7,-9
-6,-4,-1,-7,-9
-7,-4,0,-7,-10
-9,-7,-2,-8,-12
-8,-6,-3,-9,-11
-7,-5,-1,-8,-10
-7,-6,-1,-7,-10
-6,-5,0,-6,-9
-7,-5,0,-6,-9
-8,-6,-1,-8,-11
-9,-7,-2,-8,-11
-7,-5,0,-7,-9
-5,-4,1,-5,-7
-5,-4,0,-6,-8
-7,-6,-1,-7,-10
-7,-6,-3,-8,-11
-7,-5,-3,-7,-11
-5,-3,-2,-7,-9
-4,-3,-2,-6,-9
-6,-5,-4,-7,-10
-7,-6,-5,-8,-12
-9,-7,-6,-10,-13
-7,-8,-7,-10,-12
-6,-6,-5,-8,-10
-7,-6,-5,-8,-10
-8,-7,-6,-9,-12
-9,-9,-7,-11,-13
-7,-7,-7,-10,-12
-6,-7,-6,-8,-11
-7,-7,-6,-10,-12
-8,-8,-7,-11,-13
-7,-7,-8,-10,-12
-5,-5,-5,-7,-11
-8,-7,-6,-10,-13
-10,-9,-8,-11,-15
-9,-7,-8,-11,-14
-7,-6,-7,-10,-12
-6,-4,-5,-8,-10
-7,-7,-7,-10,-12
-10,-9,-10,-13,-16
-7,-6,-9,-11,-13
-6,-6,-7,-10,-11
-7,-7,-8,-11,-13
-4,-4,-6,-10,-10
-3,-4,-6,-9,-10
-7,-8,-10,-12,-13
-8,-9,-11,-13,-14
-7,-9,-11,-13,-13
-10,-11,-14,-15,-16
-11,-13,-16,-16,-16
-12,-13,-17,-17,-16
-12,-16,-19,-18,-18
-14,-17,-20,-20,-18
-15,-17,-21,-21,-20
-15,-18,-22,-22,-20
-15,-17,-21,-21,-20
-13,-16,-19,-19,-18
-15,-18,-22,-22,-20
-16,-19,-23,-23,-21
-15,-17,-22,-21,-19
-14,-18,-21,-20,-19
-16,-19,-22,-22,-20
-15,-18,-22,-20,-18
-14,-17,-20,-18,-16
-14,-17,-20,-19,-16
-13,-16,-19,-18,-16
-13,-15,-19,-17,-15
-16,-18,-22,-19,-17
-17,-18,-23,-20,-18
-16,-17,-22,-20,-18
-17,-18,-21,-20,-18
-17,-18,-21,-21,-18
-17,-17,-21,-21,-18
-18,-18,-20,-20,-18
-18,-18,-19,-20,-18
-19,-18,-20,-20,-18
-20,-19,-21,-22,-19
-21,-20,-20,-21,-20
-20,-18,-19,-20,-18
-21,-19,-19,-21,-19
-24,-20,-21,-22,-21
-22,-19,-19,-20,-19
-19,-17,-17,-18,-16
-18,-16,-15,-17,-15
-16,-13,-13,-13,-12
-14,-11,-10,-11,-10
-13,-10,-9,-10,-10
-11,-8,-7,-7,-7
-8,-6,-6,-5,-6
-8,-5,-5,-5,-6
-6,-3,-3,-3,-4
-5,-2,-2,-2,-2
-4,-1,-2,-1,-2
-4,-1,-1,0,-2
-2,0,0,0,-1
0,2,1,1,2
1,1,2,2,2
-1,0,1,1,0
-1,-1,0,0,-1
-2,-3,1,0,-1
-1,-1,2,1,0
5,6,9,8,7
10,9,15,13,12
12,10,16,14,13
10,10,17,14,13
10,10,17,14,13
12,12,17,15,14
13,13,19,16,15
12,12,19,15,14
10,11,17,14,12
10,11,16,13,11
10,11,17,14,12
12,12,19,14,13
13,14,21,16,14
14,15,23,17,16
12,12,20,15,12
9,10,18,13,10
9,10,17,13,10
10,10,18,14,12
13,12,20,16,14
18,19,25,21,20
22,24,30,26,25
24,26,32,28,27
21,22,29,25,23
12,15,21,17,15
9,10,16,12,10
9,11,16,11,10
9,11,14,10,10
9,12,14,11,10
10,12,14,10,10
10,11,13,9,9
9,10,12,9,9
8,9,12,8,8
8,8,12,8,8
8,8,12,8,8
6,5,9,6,5
6,6,9,6,5
7,7,9,7,6
7,7,9,7,6
7,7,8,7,6
8,7,9,7,6
6,6,9,6,5
6,6,9,6,5
7,7,10,7,6
8,8,10,7,7
8,7,10,8,7
8,7,10,9,8
7,6,10,8,7
5,5,9,6,5
6,5,8,6,5
6,4,8,6,5
6,5,8,7,5
6,5,8,6,5
5,4,7,4,4
3,2,4,2,2
0,0,2,0,-1
0,-2,0,-1,-3
0,-2,0,-1,-2
2,1,2,1,0
2,1,3,1,0
1,0,1,0,0
1,-1,0,-1,0
1,0,1,-1,-1
1,-1,1,-1,-2
1,1,1,0,0
2,1,1,2,1
2,1,2,2,1
2,1,2,1,1
-4,-5,-4,-5,-5
-10,-12,-11,-11,-12
-12,-12,-12,-12,-12
-11,-12,-11,-12,-12
-10,-12,-10,-11,-12
-12,-12,-11,-13,-12
-12,-13,-12,-14,-13
-13,-14,-12,-14,-14
-12,-15,-13,-14,-14
-12,-14,-13,-13,-13
-13,-15,-14,-13,-14
-16,-17,-17,-16,-15
-16,-17,-19,-16,-16
-16,-17,-19,-15,-16
-16,-19,-21,-17,-16
-17,-20,-21,-18,-18
-16,-18,-20,-16,-17
-13,-15,-18,-14,-14
-11,-13,-15,-12,-12
-9,-11,-13,-11,-11
-9,-10,-13,-11,-10
-8,-10,-13,-10,-10
-6,-8,-11,-8,-9
-5,-7,-10,-7,-7
-6,-7,-10,-8,-7
-8,-8,-11,-8,-8
-8,-8,-10,-8,-8
-7,-8,-10,-8,-8
-7,-7,-8,-7,-6
-5,-5,-6,-5,-4
-5,-5,-6,-5,-5
-6,-5,-7,-6,-5
-6,-4,-6,-5,-4
-6,-4,-6,-5,-4
-5,-5,-6,-6,-5
-4,-3,-5,-4,-4
-4,-4,-5,-5,-3
-4,-6,-6,-6,-5
-2,-4,-4,-4,-3
-2,-3,-3,-2,-2
-4,-3,-4,-3,-3
-4,-3,-3,-4,-3
-4,-4,-3,-4,-4
-6,-5,-4,-4,-4
-5,-4,-3,-4,-2
-3,-2,0,-2,-1
-3,-2,1,-2,-2
-4,-3,1,-2,-3
-2,-1,4,-1,-1
0,0,5,0,0
-3,-1,3,-2,-2
-4,-2,2,-3,-4
-5,-3,1,-2,-3
-5,-4,0,-4,-4
-6,-4,-1,-4,-4
-4,-4,-1,-4,-4
-5,-5,-3,-5,-5
-5,-4,-3,-5,-4
-3,-3,-2,-3,-2
-4,-4,-2,-3,-2
-5,-3,-2,-4,-2
-4,-4,-3,-4,-3
-5,-4,-3,-4,-4
-4,-3,-2,-4,-3
-2,-2,-1,-2,-1
-2,-2,0,-1,0
-1,-1,0,-1,0
0,1,1,1,1
1,2,2,2,2
2,2,3,2,3
-1,-2,0,-1,-1
-6,-5,-5,-4,-6
-7,-6,-6,-6,-7
-6,-6,-5,-5,-6
-7,-6,-4,-6,-6
-7,-7,-5,-6,-6
-7,-6,-5,-5,-6
-7,-6,-5,-6,-7
-7,-8,-7,-7,-7
-7,-7,-7,-8,-7
-7,-7,-6,-8,-6
-7,-6,-5,-6,-6
-8,-6,-7,-8,-7
-9,-9,-9,-9,-9
-9,-9,-9,-9,-8
-11,-10,-9,-10,-9
-9,-9,-10,-9,-9
-8,-8,-8,-8,-8
-8,-8,-7,-9,-9
-8,-8,-8,-8,-8
-9,-9,-8,-9,-10
-10,-11,-9,-10,-11
-9,-9,-10,-11,-11
-8,-8,-8,-9,-9
-8,-8,-9,-9,-9
-9,-8,-9,-9,-10
-9,-8,-8,-8,-9
-8,-8,-8,-9,-10
-8,-8,-8,-9,-9
-8,-8,-9,-9,-10
-9,-10,-9,-10,-10
-9,-9,-9,-9,-10
-4,-4,-5,-5,-4
2,1,1,0,1
5,3,3,3,4
4,4,3,4,4
